2025-09-12 20:16:03,097 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:03,535 | INFO | kafka_consumer | Inserted 19 rows to ticks_db.
2025-09-12 20:16:03,573 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:16:04,487 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:06,471 | INFO | kafka_consumer | Inserted 33 rows to ticks_db.
2025-09-12 20:16:07,172 | INFO | monitoring | Inserted ticks monitoring data for 206 messages.
2025-09-12 20:16:07,479 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:16:08,131 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:08,536 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:09,477 | INFO | kafka_consumer | Inserted 145 rows to ticks_db.
2025-09-12 20:16:10,474 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:16:11,495 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:12,251 | INFO | monitoring | Inserted ticks monitoring data for 157 messages.
2025-09-12 20:16:12,476 | INFO | kafka_consumer | Inserted 55 rows to ticks_db.
2025-09-12 20:16:13,169 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:13,478 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:14,477 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:16:15,514 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:16,542 | INFO | kafka_consumer | Inserted 76 rows to ticks_db.
2025-09-12 20:16:16,574 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:16:17,329 | INFO | monitoring | Inserted ticks monitoring data for 287 messages.
2025-09-12 20:16:17,481 | INFO | kafka_consumer | Inserted 9 rows to ticks_db.
2025-09-12 20:16:18,206 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:19,525 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:20,484 | INFO | kafka_consumer | Inserted 99 rows to ticks_db.
2025-09-12 20:16:21,486 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:22,403 | INFO | monitoring | Inserted ticks monitoring data for 113 messages.
2025-09-12 20:16:22,488 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:23,252 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:23,493 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:24,487 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:16:25,525 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:16:26,495 | INFO | kafka_consumer | Inserted 89 rows to ticks_db.
2025-09-12 20:16:27,533 | INFO | monitoring | Inserted ticks monitoring data for 106 messages.
2025-09-12 20:16:27,540 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:28,321 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:28,506 | INFO | kafka_consumer | Inserted 89 rows to ticks_db.
2025-09-12 20:16:29,494 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:30,526 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:31,499 | INFO | kafka_consumer | Inserted 66 rows to ticks_db.
2025-09-12 20:16:32,498 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:16:32,623 | INFO | monitoring | Inserted ticks monitoring data for 164 messages.
2025-09-12 20:16:33,352 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:33,498 | INFO | kafka_consumer | Inserted 4 rows to ticks_db.
2025-09-12 20:16:34,499 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:35,507 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:36,507 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:16:37,501 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:16:37,699 | INFO | monitoring | Inserted ticks monitoring data for 22 messages.
2025-09-12 20:16:38,385 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:38,516 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:39,539 | INFO | kafka_consumer | Inserted 23 rows to ticks_db.
2025-09-12 20:16:40,587 | INFO | kafka_consumer | Inserted 50 rows to ticks_db.
2025-09-12 20:16:40,655 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:16:40,779 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:16:41,520 | INFO | kafka_consumer | Inserted 61 rows to ticks_db.
2025-09-12 20:16:42,505 | INFO | kafka_consumer | Inserted 27 rows to ticks_db.
2025-09-12 20:16:42,793 | INFO | monitoring | Inserted ticks monitoring data for 464 messages.
2025-09-12 20:16:43,418 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:43,573 | INFO | kafka_consumer | Inserted 1 rows to ticks_db.
2025-09-12 20:16:44,612 | INFO | kafka_consumer | Inserted 139 rows to ticks_db.
2025-09-12 20:16:44,656 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:16:45,517 | INFO | kafka_consumer | Inserted 78 rows to ticks_db.
2025-09-12 20:16:46,519 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:47,518 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:47,873 | INFO | monitoring | Inserted ticks monitoring data for 372 messages.
2025-09-12 20:16:48,461 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:48,592 | INFO | kafka_consumer | Inserted 8 rows to ticks_db.
2025-09-12 20:16:48,635 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:16:49,618 | INFO | kafka_consumer | Inserted 21 rows to ticks_db.
2025-09-12 20:16:49,674 | INFO | kafka_consumer | Inserted 150 rows to ticks_db.
2025-09-12 20:16:50,521 | INFO | kafka_consumer | Inserted 120 rows to ticks_db.
2025-09-12 20:16:51,522 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:52,522 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:52,981 | INFO | monitoring | Inserted ticks monitoring data for 453 messages.
2025-09-12 20:16:53,494 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:53,528 | INFO | kafka_consumer | Inserted 7 rows to ticks_db.
2025-09-12 20:16:54,523 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
2025-09-12 20:16:55,525 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:56,528 | INFO | kafka_consumer | Inserted 3 rows to ticks_db.
2025-09-12 20:16:57,528 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:16:58,054 | INFO | monitoring | Inserted ticks monitoring data for 20 messages.
2025-09-12 20:16:58,534 | INFO | kafka_consumer | Inserted 5 rows to ticks_db.
2025-09-12 20:16:58,539 | INFO | monitoring | Completed a monitoring cycle.
2025-09-12 20:16:59,531 | INFO | kafka_consumer | Inserted 2 rows to ticks_db.
